Date,Time,BO,BH,BL,BC,BCh,AO,AH,AL
2024-11-05,11:00:43,1.08768,1.08768,1.08749,1.08756,-0.00011999999999989797,1.08779,1.08779,1.08761
2024-11-05,11:10:13,1.08759,1.08762,1.0875,1.08756,-2.999999999997449e-05,1.0877,1.08775,1.08761
2024-11-05,11:20:43,1.08769,1.08774,1.08765,1.08772,2.999999999997449e-05,1.0878,1.08787,1.08777
2024-11-05,11:30:21,1.08769,1.08777,1.08763,1.08773,4.0000000000040004e-05,1.08779,1.08791,1.08776
2024-11-05,11:40:51,1.08771,1.08774,1.08764,1.08764,-7.00000000000145e-05,1.08781,1.08786,1.08777
2024-11-05,11:50:20,1.08762,1.08762,1.08744,1.08744,-0.000180000000000069,1.08774,1.08774,1.08755
2024-11-05,12:00:51,1.08741,1.0875,1.08741,1.08746,5.0000000000105516e-05,1.08752,1.0876,1.08752
2024-11-05,12:10:22,1.08748,1.08763,1.08746,1.08758,9.999999999998899e-05,1.08759,1.08775,1.08756
2024-11-05,12:20:56,1.08758,1.08765,1.08758,1.08765,7.00000000000145e-05,1.0877,1.08776,1.08769
2024-11-05,12:30:27,1.08766,1.08769,1.08764,1.08765,-1.0000000000065512e-05,1.08776,1.0878,1.08775
2024-11-05,12:40:58,1.08776,1.08793,1.08776,1.08793,0.00017000000000000348,1.08788,1.08805,1.08788
2024-11-05,12:50:26,1.08788,1.08791,1.08785,1.0879,2.0000000000131024e-05,1.08802,1.08802,1.08795
2024-11-05,13:00:58,1.08791,1.08791,1.08779,1.08779,-0.00011999999999989797,1.08801,1.08801,1.08791
2024-11-05,13:10:27,1.08779,1.08796,1.08778,1.08785,5.999999999994898e-05,1.08791,1.08807,1.08791
2024-11-05,13:20:58,1.08781,1.08789,1.08778,1.08784,2.999999999997449e-05,1.08791,1.088,1.08789
2024-11-05,13:30:29,1.08784,1.08784,1.08768,1.08774,-9.999999999998899e-05,1.08796,1.08796,1.08781
2024-11-05,13:40:59,1.08779,1.08793,1.08775,1.08792,0.00012999999999996348,1.08789,1.08804,1.08787
2024-11-05,13:50:29,1.08788,1.08789,1.08773,1.08784,-4.0000000000040004e-05,1.08801,1.08801,1.08785
2024-11-05,14:01:05,1.08784,1.08824,1.08779,1.08824,0.000400000000000178,1.08794,1.08835,1.08789
2024-11-05,14:10:40,1.08831,1.08863,1.08831,1.08863,0.00031999999999987594,1.08842,1.08876,1.08842
2024-11-05,14:21:15,1.08852,1.08887,1.08852,1.08874,0.000220000000000109,1.08862,1.08901,1.08862
2024-11-05,14:30:45,1.08856,1.08872,1.08846,1.08872,0.00015999999999993797,1.0887,1.08886,1.0886
2024-11-05,14:41:18,1.08868,1.089,1.08868,1.08898,0.00029999999999996696,1.08879,1.0891,1.08879
2024-11-05,14:50:48,1.08886,1.08889,1.08866,1.0887,-0.00015999999999993797,1.08901,1.08901,1.08878
2024-11-05,15:00:21,1.08869,1.0889,1.08855,1.0889,0.00021000000000004349,1.08879,1.08902,1.08867
2024-11-05,15:11:16,1.08883,1.08883,1.08839,1.08839,-0.00043999999999999595,1.08893,1.08893,1.08853
2024-11-05,15:20:58,1.08845,1.08887,1.08845,1.08887,0.00042000000000008697,1.08858,1.08897,1.08858
2024-11-05,15:31:07,1.08889,1.08889,1.0887,1.08881,-7.999999999985796e-05,1.08902,1.08902,1.08883
2024-11-05,15:40:43,1.08903,1.08931,1.08896,1.08922,0.0001900000000001345,1.08914,1.08944,1.08908
2024-11-05,15:51:19,1.08925,1.08928,1.08906,1.08922,-2.999999999997449e-05,1.08936,1.08938,1.08917
2024-11-05,16:00:55,1.08911,1.08929,1.08904,1.08929,0.000180000000000069,1.08922,1.08941,1.08917
2024-11-05,16:10:32,1.08936,1.08964,1.08928,1.08952,0.00015999999999993797,1.08947,1.08975,1.0894
2024-11-05,16:21:16,1.08952,1.08968,1.08947,1.08947,-5.0000000000105516e-05,1.08963,1.08982,1.08958
2024-11-05,16:30:44,1.08948,1.08948,1.0892,1.0892,-0.000280000000000058,1.08961,1.08961,1.0893
2024-11-05,16:41:22,1.0891,1.08931,1.08905,1.0891,0.0,1.08921,1.08942,1.08917
2024-11-05,16:50:50,1.08912,1.08923,1.08911,1.08917,4.999999999988347e-05,1.08922,1.08934,1.08922
2024-11-05,17:01:22,1.08915,1.08918,1.08899,1.08918,2.999999999997449e-05,1.08925,1.08931,1.08912
2024-11-05,17:10:55,1.08917,1.08927,1.08907,1.08923,5.999999999994898e-05,1.08931,1.08938,1.08921
2024-11-05,17:21:25,1.08914,1.08927,1.08903,1.08925,0.0001100000000000545,1.08927,1.08937,1.08917
2024-11-05,17:30:56,1.08926,1.08926,1.08904,1.08912,-0.00013999999999980695,1.08937,1.08937,1.08914
2024-11-05,17:40:27,1.08913,1.08926,1.0891,1.08924,0.0001100000000000545,1.08923,1.08938,1.0892
2024-11-05,17:51:07,1.08921,1.08933,1.08917,1.0893,8.999999999992347e-05,1.08933,1.08945,1.08929
2024-11-05,18:00:34,1.08923,1.08945,1.08916,1.08945,0.000220000000000109,1.08937,1.08957,1.08928
2024-11-05,18:11:15,1.08958,1.08974,1.08958,1.08964,5.999999999994898e-05,1.08971,1.08986,1.0897
2024-11-05,18:20:41,1.08959,1.08961,1.08927,1.08954,-5.0000000000105516e-05,1.08969,1.08974,1.08937
2024-11-05,18:31:12,1.08949,1.09007,1.08949,1.08997,0.00048000000000003595,1.08961,1.09018,1.08961
2024-11-05,18:40:41,1.08982,1.08986,1.08971,1.08985,2.999999999997449e-05,1.08993,1.09,1.08981
2024-11-05,18:51:20,1.08993,1.09005,1.08982,1.08992,-1.0000000000065512e-05,1.09004,1.09016,1.08994
2024-11-05,19:01:35,1.08989,1.08999,1.08981,1.08997,8.000000000008001e-05,1.09001,1.09014,1.08993
2024-11-05,19:11:05,1.08998,1.09008,1.0899,1.08994,-4.0000000000040004e-05,1.09008,1.0902,1.09002
2024-11-05,19:20:37,1.08991,1.08991,1.0896,1.0896,-0.00031000000000003247,1.09001,1.09001,1.08972
2024-11-05,19:31:09,1.08958,1.08969,1.08947,1.08969,0.0001100000000000545,1.08968,1.08979,1.0896
2024-11-05,19:40:37,1.0896,1.0896,1.08949,1.0896,0.0,1.0897,1.0897,1.08959
2024-11-05,19:51:17,1.08964,1.08969,1.08942,1.08942,-0.00021999999999988695,1.08976,1.0898,1.08952
2024-11-05,20:00:43,1.08944,1.08959,1.08938,1.08952,8.000000000008001e-05,1.08956,1.0897,1.08949
2024-11-05,20:11:13,1.08942,1.08973,1.08942,1.08951,8.999999999992347e-05,1.08953,1.08984,1.08953
2024-11-05,20:20:55,1.08946,1.08964,1.08938,1.08943,-3.0000000000196536e-05,1.08956,1.08975,1.08949
2024-11-05,20:31:29,1.08934,1.08946,1.08902,1.08917,-0.00017000000000000348,1.08945,1.08961,1.08914
2024-11-05,20:41:02,1.08942,1.08978,1.08942,1.08973,0.00031000000000003247,1.08953,1.0899,1.08953
2024-11-05,20:51:33,1.08967,1.08971,1.08927,1.08927,-0.00039999999999995595,1.0898,1.08984,1.0894
2024-11-05,21:01:03,1.08941,1.08941,1.08922,1.08935,-5.999999999994898e-05,1.08955,1.08955,1.08934
2024-11-05,21:10:35,1.08947,1.08959,1.0892,1.08959,0.00012000000000012001,1.0896,1.08971,1.08935
2024-11-05,21:21:14,1.08975,1.09052,1.08975,1.09052,0.0007699999999999374,1.08989,1.09063,1.08989
2024-11-05,21:30:57,1.09067,1.09099,1.09064,1.09076,8.999999999992347e-05,1.09078,1.09114,1.09077
2024-11-05,21:41:31,1.09074,1.091,1.09058,1.09078,4.0000000000040004e-05,1.09089,1.09114,1.0907
2024-11-05,21:51:10,1.09093,1.09093,1.09028,1.09087,-5.999999999994898e-05,1.09108,1.09108,1.09043
2024-11-05,22:00:51,1.09087,1.09087,1.0897,1.0897,-0.0011700000000001154,1.09098,1.09098,1.08986
2024-11-05,22:11:25,1.08974,1.09087,1.08956,1.09025,0.0005100000000000104,1.0899,1.09098,1.08969
2024-11-05,22:21:05,1.09025,1.09025,1.08958,1.08988,-0.00036999999999998145,1.09038,1.09038,1.08972
2024-11-05,22:31:43,1.08987,1.0905,1.08987,1.09049,0.0006200000000000649,1.08999,1.09065,1.08999
2024-11-05,22:41:23,1.0906,1.09104,1.09025,1.09025,-0.0003500000000000725,1.09072,1.09118,1.0904
2024-11-05,22:50:59,1.0903,1.09085,1.0903,1.09065,0.00034999999999985043,1.09042,1.09096,1.09042
2024-11-05,23:01:52,1.09058,1.09058,1.09009,1.09009,-0.0004900000000001015,1.09072,1.09072,1.09021
2024-11-05,23:11:46,1.0903,1.09116,1.0903,1.09103,0.0007299999999998974,1.09041,1.09128,1.09041
2024-11-05,23:21:27,1.09116,1.09143,1.09116,1.09141,0.0002500000000000835,1.09127,1.09159,1.09127
2024-11-05,23:31:03,1.0914,1.09187,1.0914,1.0916,0.00019999999999997797,1.09151,1.09202,1.09151
2024-11-05,23:41:37,1.09172,1.09173,1.09135,1.09135,-0.00036999999999998145,1.09184,1.09184,1.09146
2024-11-05,23:51:12,1.09162,1.09187,1.09162,1.09187,0.00024999999999986144,1.09172,1.092,1.09172
2024-11-06,00:01:46,1.09181,1.09197,1.09181,1.09197,0.00016000000000016001,1.09194,1.09208,1.09192
2024-11-06,00:11:21,1.09197,1.09219,1.09197,1.09219,0.00021999999999988695,1.09212,1.09232,1.09211
2024-11-06,00:21:55,1.09226,1.09245,1.0921,1.0921,-0.00015999999999993797,1.09237,1.09255,1.09221
2024-11-06,00:31:23,1.09214,1.09244,1.09214,1.09244,0.00029999999999996696,1.09224,1.09254,1.09224
2024-11-06,00:41:54,1.0924,1.09279,1.0923,1.09279,0.00038999999999989043,1.09255,1.09293,1.09241
2024-11-06,00:51:24,1.09278,1.09293,1.0927,1.09273,-5.0000000000105516e-05,1.0929,1.09306,1.09283
2024-11-06,01:01:57,1.09281,1.09307,1.09281,1.09307,0.00025999999999992696,1.09291,1.09318,1.09291
2024-11-06,01:11:25,1.09317,1.09328,1.09303,1.09303,-0.000140000000000029,1.0933,1.09339,1.09316
2024-11-06,01:21:58,1.09316,1.09341,1.09316,1.09331,0.0001500000000000945,1.09329,1.09352,1.09329
2024-11-06,01:31:26,1.09336,1.09359,1.09336,1.09354,0.00017999999999984695,1.09346,1.09372,1.09346
2024-11-06,01:41:55,1.09352,1.09356,1.09316,1.09321,-0.00031000000000003247,1.09362,1.09367,1.09327
2024-11-06,01:51:30,1.09333,1.09348,1.09322,1.09348,0.0001500000000000945,1.09346,1.09361,1.09332
2024-11-06,02:02:01,1.09345,1.09345,1.09289,1.09293,-0.000520000000000076,1.09356,1.09356,1.09301
2024-11-06,02:11:31,1.09295,1.09295,1.09273,1.09291,-4.0000000000040004e-05,1.09306,1.09306,1.09285
2024-11-06,02:22:03,1.09291,1.09291,1.09268,1.09268,-0.00022999999999995246,1.09301,1.09301,1.09283
2024-11-06,02:31:33,1.09275,1.09326,1.09275,1.09305,0.00029999999999996696,1.09289,1.09337,1.09289
2024-11-06,02:42:07,1.09301,1.09316,1.09298,1.09316,0.00014999999999987246,1.09313,1.09327,1.09311
2024-11-06,02:51:36,1.09304,1.09319,1.09304,1.09315,0.0001100000000000545,1.09318,1.09332,1.09315
2024-11-06,03:02:08,1.09317,1.09335,1.09279,1.09279,-0.00038000000000004697,1.0933,1.09345,1.09291
2024-11-06,03:11:38,1.09275,1.0928,1.09268,1.0928,4.999999999988347e-05,1.09285,1.09294,1.09281
2024-11-06,03:22:09,1.09284,1.09291,1.09274,1.09281,-2.999999999997449e-05,1.09294,1.09302,1.09286
2024-11-06,03:31:38,1.09281,1.09283,1.09271,1.09272,-9.000000000014552e-05,1.09292,1.09294,1.09283
2024-11-06,03:42:11,1.09267,1.09267,1.09261,1.09263,-4.0000000000040004e-05,1.0928,1.0928,1.09273
2024-11-06,03:51:51,1.09263,1.09263,1.09242,1.09248,-0.0001500000000000945,1.09273,1.09273,1.09255
2024-11-06,04:01:28,1.09253,1.09253,1.09238,1.09245,-8.000000000008001e-05,1.09264,1.09264,1.09248
2024-11-06,04:12:01,1.09255,1.09261,1.09246,1.09246,-8.999999999992347e-05,1.09266,1.09273,1.09256
2024-11-06,04:21:35,1.09246,1.0926,1.09246,1.09247,1.0000000000065512e-05,1.09258,1.0927,1.09258
2024-11-06,04:32:05,1.09248,1.09251,1.09242,1.09242,-5.999999999994898e-05,1.09261,1.09261,1.09252
2024-11-06,04:41:33,1.09242,1.09263,1.09242,1.09261,0.0001900000000001345,1.09253,1.09277,1.09252
2024-11-06,04:52:07,1.09258,1.0929,1.09257,1.09289,0.00030999999999981043,1.09268,1.09303,1.09267
2024-11-06,05:01:54,1.09282,1.09291,1.09263,1.09264,-0.00017999999999984695,1.09294,1.09324,1.09294
2024-11-06,05:11:20,1.09262,1.09262,1.09243,1.09251,-0.00010999999999983245,1.09322,1.09322,1.09303
2024-11-06,05:21:52,1.09253,1.09268,1.09248,1.09252,-1.0000000000065512e-05,1.09313,1.09318,1.09308
2024-11-06,05:31:25,1.09253,1.09288,1.09253,1.09288,0.0003500000000000725,1.09313,1.09321,1.09301
2024-11-06,05:42:01,1.09278,1.09285,1.09262,1.09262,-0.00016000000000016001,1.09323,1.09323,1.09291
2024-11-06,05:51:33,1.09262,1.09263,1.09257,1.09262,0.0,1.09291,1.09294,1.09291
2024-11-06,06:02:07,1.09262,1.09262,1.09233,1.09258,-3.999999999981796e-05,1.09291,1.09293,1.09264
2024-11-06,06:11:37,1.09246,1.09255,1.09222,1.09222,-0.00024000000000001798,1.09262,1.0927,1.09236
2024-11-06,06:22:17,1.09216,1.09216,1.09112,1.09138,-0.0007800000000000029,1.09229,1.09229,1.0913
2024-11-06,06:31:43,1.09134,1.09189,1.09134,1.09189,0.0005500000000000504,1.09147,1.092,1.09147
2024-11-06,06:42:14,1.09207,1.09229,1.0918,1.09229,0.00021999999999988695,1.09225,1.09246,1.09193
2024-11-06,06:51:41,1.09214,1.09275,1.09214,1.09275,0.0006099999999999994,1.0923,1.09291,1.0923
2024-11-06,07:02:10,1.09275,1.0936,1.09275,1.09309,0.0003399999999997849,1.0929,1.09378,1.0929
2024-11-06,07:11:44,1.09306,1.09306,1.09083,1.09083,-0.0022299999999999542,1.09324,1.09324,1.091
2024-11-06,07:22:13,1.09066,1.09066,1.08835,1.08835,-0.0023100000000000342,1.09084,1.09084,1.08857
2024-11-06,07:31:42,1.08868,1.08872,1.08731,1.0875,-0.001180000000000181,1.0889,1.08892,1.0875
2024-11-06,07:42:15,1.08625,1.08702,1.08517,1.08517,-0.0010799999999999699,1.08641,1.08721,1.08532
2024-11-06,07:51:49,1.08533,1.08533,1.08347,1.08476,-0.0005699999999999594,1.08551,1.08551,1.08366
2024-11-06,08:01:20,1.08459,1.08495,1.0833,1.08377,-0.0008200000000000429,1.08473,1.0851,1.08346
2024-11-06,08:12:34,1.08394,1.08434,1.08241,1.08398,4.0000000000040004e-05,1.08412,1.08453,1.0826
2024-11-06,08:22:05,1.08398,1.08543,1.08397,1.08428,0.00029999999999996696,1.08417,1.08563,1.08416
2024-11-06,08:31:36,1.08448,1.08462,1.08351,1.08351,-0.0009700000000001374,1.0846,1.08477,1.08372
2024-11-06,08:42:16,1.08364,1.08384,1.0831,1.08333,-0.00031000000000003247,1.0838,1.084,1.08327
2024-11-06,08:51:52,1.0835,1.08453,1.0835,1.08435,0.0008500000000000174,1.08365,1.08473,1.08365
2024-11-06,09:02:27,1.08438,1.0848,1.08345,1.08345,-0.0009299999999998754,1.08454,1.08496,1.08361
2024-11-06,09:11:58,1.0834,1.0834,1.08167,1.08167,-0.0017300000000000093,1.08356,1.08356,1.08185
2024-11-06,09:22:39,1.08137,1.08168,1.08029,1.08168,0.00031000000000003247,1.08155,1.08184,1.08043
2024-11-06,09:32:12,1.0808,1.08096,1.07794,1.07794,-0.0028600000000000847,1.08097,1.08114,1.07812
2024-11-06,09:42:00,1.07781,1.07845,1.07692,1.07845,0.0006399999999999739,1.078,1.07862,1.0771
2024-11-06,09:52:42,1.07829,1.07852,1.0771,1.0772,-0.0010900000000000354,1.07846,1.07869,1.07724
2024-11-06,10:02:10,1.07689,1.0778,1.07509,1.07509,-0.0017999999999998018,1.07707,1.07795,1.07527
2024-11-06,10:11:48,1.07523,1.07768,1.07498,1.07646,0.0012300000000000644,1.07539,1.07787,1.07516
2024-11-06,10:22:21,1.07597,1.07652,1.07526,1.07652,0.0005499999999998284,1.07617,1.0767,1.07546
2024-11-06,10:31:48,1.07663,1.07684,1.07598,1.07604,-0.0005899999999998684,1.07682,1.07702,1.07618
2024-11-06,10:42:21,1.07594,1.07594,1.07299,1.07299,-0.002949999999999786,1.07614,1.07614,1.07316
2024-11-06,10:51:49,1.07292,1.07412,1.07201,1.07309,0.00017000000000000348,1.07308,1.0743,1.07219
2024-11-06,11:02:23,1.073,1.07499,1.073,1.07422,0.0012199999999999989,1.0732,1.07518,1.0732
2024-11-06,11:11:51,1.07404,1.0753,1.07404,1.07491,0.0008699999999999264,1.07421,1.07551,1.07421
2024-11-06,11:22:22,1.07588,1.07632,1.07568,1.07591,2.999999999997449e-05,1.07605,1.0765,1.07586
2024-11-06,11:31:51,1.07595,1.07596,1.07519,1.07596,1.0000000000065512e-05,1.07612,1.07612,1.07538
2024-11-06,11:42:29,1.07612,1.07798,1.07612,1.07798,0.0018599999999999728,1.07629,1.07815,1.07629
2024-11-06,11:52:00,1.07733,1.07737,1.0767,1.07689,-0.00043999999999999595,1.07748,1.07757,1.07691
2024-11-06,12:01:53,1.07654,1.07852,1.07636,1.07852,0.0019799999999998708,1.07671,1.07873,1.07652
2024-11-06,12:12:28,1.07838,1.07933,1.07774,1.07785,-0.0005299999999999194,1.07858,1.07948,1.07789
2024-11-06,12:22:03,1.0773,1.07907,1.07699,1.07884,0.0015400000000000968,1.07748,1.07926,1.07715
2024-11-06,12:32:39,1.07843,1.07843,1.07668,1.07668,-0.0017499999999999183,1.07862,1.07862,1.07685
2024-11-06,12:42:09,1.07595,1.07659,1.07531,1.07561,-0.00034000000000000696,1.07614,1.07677,1.07551
2024-11-06,12:52:39,1.07526,1.07655,1.07526,1.07567,0.0004099999999997994,1.07545,1.0767,1.07545
2024-11-06,13:02:12,1.07564,1.07604,1.07516,1.07516,-0.00048000000000003595,1.0758,1.07621,1.07535
2024-11-06,13:12:44,1.07496,1.07524,1.07411,1.07411,-0.0008500000000000174,1.07513,1.07539,1.07425
2024-11-06,13:22:11,1.07304,1.07384,1.07304,1.07307,2.999999999997449e-05,1.07323,1.07403,1.07323
2024-11-06,13:32:42,1.07289,1.07303,1.07158,1.07182,-0.0010699999999999044,1.07309,1.07317,1.07177
2024-11-06,13:42:08,1.07241,1.07241,1.0709,1.07114,-0.0012700000000001044,1.07262,1.07262,1.07107
2024-11-06,13:52:45,1.07086,1.07195,1.07035,1.07131,0.00045000000000006146,1.07104,1.07213,1.07054
2024-11-06,14:02:20,1.07104,1.07317,1.07104,1.07276,0.0017199999999999438,1.07121,1.0733,1.07121
2024-11-06,14:12:58,1.073,1.07408,1.073,1.0739,0.0009000000000001229,1.07317,1.07426,1.07317
2024-11-06,14:22:33,1.07378,1.07497,1.0733,1.07456,0.0007800000000000029,1.07395,1.07514,1.07347
2024-11-06,14:32:01,1.07479,1.07482,1.07402,1.07482,3.0000000000196536e-05,1.07495,1.07499,1.07419
2024-11-06,14:42:33,1.0745,1.07469,1.07309,1.07309,-0.0014099999999999113,1.07468,1.07484,1.07326
2024-11-06,14:52:05,1.07337,1.07404,1.07296,1.07319,-0.00017999999999984695,1.07355,1.07421,1.07312
2024-11-06,15:02:47,1.07288,1.0739,1.07288,1.07355,0.0006699999999999484,1.07305,1.07406,1.07305
2024-11-06,15:12:18,1.07452,1.07461,1.0734,1.0736,-0.0009199999999998099,1.0747,1.07478,1.07355
2024-11-06,15:23:02,1.07382,1.07472,1.07382,1.07431,0.0004900000000001015,1.074,1.07487,1.074
2024-11-06,15:32:34,1.07425,1.07537,1.07425,1.07537,0.0011200000000000099,1.07442,1.0755,1.07442
2024-11-06,15:42:10,1.07523,1.07674,1.07523,1.07638,0.0011499999999999844,1.07539,1.07688,1.07539
2024-11-06,15:52:49,1.07614,1.07804,1.07614,1.07733,0.0011899999999998023,1.0763,1.07822,1.0763
2024-11-06,16:02:22,1.07713,1.07767,1.07677,1.07677,-0.00035999999999991594,1.07727,1.07779,1.07694
2024-11-06,16:12:55,1.07645,1.07723,1.07619,1.07723,0.0007800000000000029,1.0766,1.07736,1.07634
2024-11-06,16:22:28,1.07687,1.07687,1.07587,1.07611,-0.0007600000000000939,1.07701,1.07701,1.07603
2024-11-06,16:33:10,1.07637,1.07637,1.07506,1.07583,-0.0005399999999999849,1.07649,1.07649,1.07522
2024-11-06,16:42:47,1.07607,1.07633,1.07534,1.07536,-0.0007099999999999884,1.07621,1.0765,1.07548
2024-11-06,16:52:17,1.07544,1.07626,1.07544,1.07626,0.0008200000000000429,1.07557,1.07642,1.07557
2024-11-06,17:02:54,1.07584,1.07596,1.07515,1.07515,-0.0006899999999998574,1.076,1.07611,1.07528
2024-11-06,17:12:25,1.07492,1.07497,1.07415,1.07415,-0.0007700000000001594,1.07503,1.07513,1.07428
2024-11-06,17:23:04,1.07428,1.07516,1.07428,1.07507,0.0007900000000000684,1.07444,1.07531,1.07444
2024-11-06,17:32:32,1.07544,1.07604,1.07538,1.07538,-5.999999999994898e-05,1.07559,1.0762,1.07554
2024-11-06,17:43:09,1.07517,1.07517,1.07493,1.07493,-0.00024000000000001798,1.07527,1.07528,1.07507
2024-11-06,17:52:36,1.07479,1.07513,1.07475,1.07508,0.0002900000000001235,1.07492,1.07526,1.0749
2024-11-06,18:03:05,1.07509,1.07513,1.07416,1.07422,-0.0008700000000001484,1.07521,1.07524,1.07427
2024-11-06,18:12:32,1.07402,1.07402,1.07294,1.07294,-0.0010799999999999699,1.07414,1.07414,1.07309
2024-11-06,18:23:02,1.07336,1.07336,1.07153,1.07153,-0.0018299999999999983,1.0735,1.0735,1.07167
2024-11-06,18:32:34,1.07201,1.07227,1.07158,1.07172,-0.00028999999999990145,1.07216,1.07242,1.0717
2024-11-06,18:43:07,1.07167,1.07203,1.07103,1.07106,-0.0006099999999999994,1.07183,1.07218,1.0712
2024-11-06,18:52:49,1.07082,1.0712,1.07046,1.07046,-0.000360000000000138,1.07094,1.07133,1.0706
2024-11-06,19:03:18,1.07045,1.07168,1.07031,1.07168,0.0012300000000000644,1.07059,1.07183,1.07043
2024-11-06,19:12:46,1.0717,1.07178,1.07094,1.07106,-0.000640000000000196,1.07182,1.07192,1.07109
2024-11-06,19:23:24,1.07095,1.07123,1.07014,1.07031,-0.0006399999999999739,1.07109,1.07137,1.07031
2024-11-06,19:32:54,1.07052,1.07052,1.06843,1.06843,-0.0020899999999999253,1.07069,1.07069,1.06858
2024-11-06,19:43:25,1.06893,1.06967,1.06893,1.06912,0.0001900000000001345,1.06911,1.06983,1.06911
2024-11-06,19:52:57,1.06884,1.06884,1.06848,1.06866,-0.000180000000000069,1.06899,1.06899,1.06864
2024-11-06,20:03:29,1.0689,1.06977,1.06846,1.06849,-0.00041000000000002146,1.06905,1.06995,1.06859
2024-11-06,20:12:57,1.06869,1.0709,1.06831,1.07069,0.0020000000000000018,1.06883,1.07108,1.06846
2024-11-06,20:22:32,1.07011,1.07094,1.07011,1.07065,0.000540000000000207,1.07027,1.0711,1.07027
2024-11-06,20:33:05,1.07062,1.0708,1.07007,1.0708,0.000180000000000069,1.07078,1.07096,1.0702
2024-11-06,20:42:38,1.07067,1.07123,1.07067,1.07099,0.000320000000000098,1.07081,1.07138,1.07081
2024-11-06,20:53:16,1.07098,1.0717,1.07024,1.0717,0.0007200000000000539,1.0711,1.07186,1.07041
2024-11-06,21:02:45,1.0716,1.07172,1.07086,1.07167,6.999999999979245e-05,1.07177,1.07188,1.071
2024-11-06,21:13:22,1.07167,1.07167,1.07127,1.07139,-0.00027999999999983594,1.07182,1.07183,1.07141
2024-11-06,21:22:52,1.07158,1.0719,1.07147,1.07171,0.00012999999999996348,1.07173,1.07206,1.0716
2024-11-06,21:33:23,1.07156,1.07156,1.07007,1.07007,-0.0014899999999999913,1.07168,1.07168,1.07022
2024-11-06,21:42:53,1.0704,1.07092,1.07012,1.07092,0.000520000000000076,1.07055,1.07109,1.07027
2024-11-06,21:53:25,1.0708,1.0709,1.07016,1.07016,-0.0006399999999999739,1.07092,1.07106,1.07031
